#Variables:,
#pr_bcc-csm1-1_rcp45(mm):Precipitation,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,pr_bcc-csm1-1_rcp45(mm)",
3/9/2027,0
3/10/2027,0
3/11/2027,2.815536
3/12/2027,0
3/13/2027,0
3/14/2027,0
3/15/2027,0
3/16/2027,7.285623
3/17/2027,12.858526
3/18/2027,3.942539
3/19/2027,1.519948
3/20/2027,5.681094
3/21/2027,0
3/22/2027,0
3/23/2027,0.622364
3/24/2027,0
3/25/2027,0
3/26/2027,0
3/27/2027,0.989356
3/28/2027,0.891358
3/29/2027,0
3/30/2027,0
3/31/2027,0
4/1/2027,0
4/2/2027,0
4/3/2027,0
4/4/2027,0
4/5/2027,0
4/6/2027,0
4/7/2027,0
4/8/2027,0
4/9/2027,1.269812
4/10/2027,24.101091
4/11/2027,1.28032
4/12/2027,0
4/13/2027,0
4/14/2027,0
4/15/2027,0
4/16/2027,0
4/17/2027,0
4/18/2027,0.310186
4/19/2027,0
4/20/2027,0
4/21/2027,0
4/22/2027,0
4/23/2027,0
4/24/2027,0
4/25/2027,0
4/26/2027,0
4/27/2027,0.297225
4/28/2027,0
4/29/2027,1.448335
4/30/2027,2.024816
5/1/2027,0
5/2/2027,0
5/3/2027,2.252586
5/4/2027,3.20122
5/5/2027,0.38161
5/6/2027,0
5/7/2027,0
5/8/2027,0.541031
5/9/2027,7.864327
5/10/2027,16.460129
5/11/2027,7.703224
5/12/2027,0
5/13/2027,0
5/14/2027,0
5/15/2027,0
5/16/2027,0
5/17/2027,9.111698
5/18/2027,9.000249
5/19/2027,5.564489
5/20/2027,0.524052
5/21/2027,0.702623
5/22/2027,9.401016
5/23/2027,0
5/24/2027,0
5/25/2027,0
5/26/2027,0
5/27/2027,0
5/28/2027,0
5/29/2027,0
5/30/2027,2.493549
5/31/2027,9.451046
6/1/2027,19.017874
6/2/2027,47.095547
6/3/2027,44.50676
6/4/2027,14.963175
6/5/2027,67.575638
6/6/2027,51.541332
6/7/2027,59.41309
6/8/2027,0.728089
6/9/2027,2.462185
6/10/2027,34.711304
6/11/2027,15.244281
6/12/2027,10.6323
6/13/2027,12.436049
6/14/2027,0
6/15/2027,0
6/16/2027,0
6/17/2027,0
6/18/2027,2.500429
6/19/2027,15.688776
6/20/2027,3.211816
6/21/2027,0
6/22/2027,0.503064
6/23/2027,0
6/24/2027,2.938754
6/25/2027,3.869843
6/26/2027,1.327185
6/27/2027,0
6/28/2027,0
6/29/2027,0
6/30/2027,0
7/1/2027,0
7/2/2027,0
7/3/2027,0
7/4/2027,0
7/5/2027,0
7/6/2027,0
7/7/2027,0
7/8/2027,0
7/9/2027,0
7/10/2027,0
7/11/2027,0
7/12/2027,0
7/13/2027,0
7/14/2027,0
7/15/2027,0
7/16/2027,0
7/17/2027,0
7/18/2027,0
7/19/2027,0
7/20/2027,0
7/21/2027,0
7/22/2027,0.642514
7/23/2027,0
7/24/2027,0
7/25/2027,0
7/26/2027,0
7/27/2027,0
7/28/2027,0
7/29/2027,0
7/30/2027,0
7/31/2027,0
8/1/2027,0
8/2/2027,3.48379
8/3/2027,3.562409
8/4/2027,5.297322
8/5/2027,8.240198
8/6/2027,6.256669
8/7/2027,15.451352
8/8/2027,0.655691
8/9/2027,0.531396
8/10/2027,4.052657
8/11/2027,3.97928
8/12/2027,0
8/13/2027,0
8/14/2027,0
8/15/2027,0
8/16/2027,0
8/17/2027,0
8/18/2027,0
8/19/2027,0
8/20/2027,0
8/21/2027,0
8/22/2027,0
8/23/2027,0
8/24/2027,0
8/25/2027,0
8/26/2027,2.134274
8/27/2027,0
8/28/2027,0
8/29/2027,0
8/30/2027,0
8/31/2027,0
9/1/2027,0.379809
9/2/2027,0
9/3/2027,0.437915
9/4/2027,0
9/5/2027,0
9/6/2027,0
9/7/2027,1.42774
9/8/2027,19.076784
9/9/2027,5.631951
9/10/2027,5.94136
9/11/2027,3.326314
9/12/2027,0
9/13/2027,0.283459
9/14/2027,0
9/15/2027,0
9/16/2027,0
9/17/2027,0
9/18/2027,0
9/19/2027,0
9/20/2027,0.914864
9/21/2027,0.420266
9/22/2027,1.756998
9/23/2027,1.297916
9/24/2027,1.620999
9/25/2027,0
9/26/2027,2.075166
9/27/2027,9.446871
9/28/2027,2.644593
9/29/2027,0
9/30/2027,0
10/1/2027,0
10/2/2027,3.575929
10/3/2027,0
10/4/2027,0
10/5/2027,0
10/6/2027,0
10/7/2027,0
10/8/2027,0.318636
10/9/2027,8.890955
10/10/2027,0
10/11/2027,0
10/12/2027,0
10/13/2027,0.687033
10/14/2027,0.656135
10/15/2027,1.303273
10/16/2027,0
10/17/2027,0
10/18/2027,0.308959
10/19/2027,0.73837
10/20/2027,0
10/21/2027,0.638952
10/22/2027,0
10/23/2027,0.619137
10/24/2027,0
10/25/2027,0
10/26/2027,0
10/27/2027,0.869411
10/28/2027,0
10/29/2027,0
10/30/2027,0
10/31/2027,0
11/1/2027,0
11/2/2027,0
11/3/2027,0
11/4/2027,0
11/5/2027,0
11/6/2027,0
11/7/2027,0
11/8/2027,0
11/9/2027,0
11/10/2027,0
11/11/2027,13.33886
11/12/2027,33.122307
11/13/2027,4.814853
11/14/2027,0
11/15/2027,0
11/16/2027,0
11/17/2027,0
11/18/2027,0.573802
11/19/2027,0
11/20/2027,0
11/21/2027,0
11/22/2027,0
11/23/2027,0
11/24/2027,0
11/25/2027,0
11/26/2027,0
11/27/2027,0
11/28/2027,0
11/29/2027,0
11/30/2027,0.38345
12/1/2027,0
12/2/2027,0
12/3/2027,0.828988
12/4/2027,1.057642
12/5/2027,0
12/6/2027,0
12/7/2027,0.323892
12/8/2027,8.694078
12/9/2027,8.02598
12/10/2027,0.345613
12/11/2027,0
12/12/2027,0
12/13/2027,0
12/14/2027,0
12/15/2027,0
12/16/2027,0
12/17/2027,0.440645
12/18/2027,0
12/19/2027,0
12/20/2027,0
12/21/2027,0
12/22/2027,0
12/23/2027,0.393661
12/24/2027,0.983369
12/25/2027,0.52165
12/26/2027,0
12/27/2027,0.711947
12/28/2027,0.518523
12/29/2027,0
12/30/2027,0.417332
12/31/2027,0
1/1/2028,0.476188
1/2/2028,0
1/3/2028,0.346311
1/4/2028,0
1/5/2028,0
1/6/2028,0.682607
1/7/2028,0
1/8/2028,0
1/9/2028,0
1/10/2028,0
1/11/2028,0
1/12/2028,0
1/13/2028,0
1/14/2028,0
1/15/2028,0
1/16/2028,0
1/17/2028,0
1/18/2028,0
1/19/2028,0
1/20/2028,4.750804
1/21/2028,3.772131
1/22/2028,5.028042
1/23/2028,1.928524
1/24/2028,1.04514
1/25/2028,0
1/26/2028,0.659735
1/27/2028,2.228822
1/28/2028,0
1/29/2028,0.439474
1/30/2028,13.485667
1/31/2028,4.920795
2/1/2028,1.430435
2/2/2028,0
2/3/2028,0
2/4/2028,0
2/5/2028,1.910323
2/6/2028,2.659284
2/7/2028,5.99869
2/8/2028,6.243226
2/9/2028,0.297073
2/10/2028,0
2/11/2028,0.483058
2/12/2028,0.299621
2/13/2028,0.292434
2/14/2028,1.634255
2/15/2028,0.670583
2/16/2028,0.929811
2/17/2028,1.448398
2/18/2028,0
2/19/2028,0.714648
2/20/2028,4.918975
2/21/2028,2.969748
2/22/2028,3.056419
2/23/2028,0
2/24/2028,0
2/25/2028,0
2/26/2028,0.42681
2/27/2028,0
2/28/2028,0
2/29/2028,0
3/1/2028,0
3/2/2028,0
3/3/2028,11.854887
3/4/2028,8.859589
3/5/2028,0
3/6/2028,5.814724
3/7/2028,7.198305
3/8/2028,1.167499
3/9/2028,0
3/10/2028,0
3/11/2028,1.137042
3/12/2028,0
3/13/2028,4.709369
3/14/2028,6.042886
3/15/2028,0
3/16/2028,0
3/17/2028,0
3/18/2028,0
3/19/2028,0
3/20/2028,0
3/21/2028,0
3/22/2028,0
3/23/2028,0.39872
3/24/2028,0
3/25/2028,0
3/26/2028,1.955236
3/27/2028,0
3/28/2028,0
3/29/2028,0.296326
3/30/2028,1.373053
3/31/2028,1.955554
4/1/2028,0
4/2/2028,3.535409
4/3/2028,0.309698
4/4/2028,0
4/5/2028,0
4/6/2028,0
4/7/2028,0
4/8/2028,0
4/9/2028,0
4/10/2028,0
4/11/2028,0
4/12/2028,0.317925
4/13/2028,0
4/14/2028,0
4/15/2028,0
4/16/2028,15.821056
4/17/2028,0.976199
4/18/2028,0
4/19/2028,0
4/20/2028,0
4/21/2028,1.136742
4/22/2028,26.70994
4/23/2028,13.716892
4/24/2028,0
4/25/2028,0
4/26/2028,0.29241
4/27/2028,0
4/28/2028,0
4/29/2028,0
4/30/2028,0.674176
5/1/2028,7.032872
5/2/2028,0
5/3/2028,0.99243
5/4/2028,7.741165
5/5/2028,4.895199
5/6/2028,0
5/7/2028,0
5/8/2028,0
5/9/2028,0
5/10/2028,8.729373
5/11/2028,8.272165
5/12/2028,1.097966
5/13/2028,6.525048
5/14/2028,4.346589
5/15/2028,0
5/16/2028,0
5/17/2028,0
5/18/2028,0
5/19/2028,0
5/20/2028,0
5/21/2028,0
5/22/2028,2.752314
5/23/2028,0
5/24/2028,0
5/25/2028,0
5/26/2028,0
5/27/2028,0
5/28/2028,0
5/29/2028,0
5/30/2028,0
5/31/2028,0
6/1/2028,0
6/2/2028,0
6/3/2028,0
6/4/2028,0.346336
6/5/2028,0
6/6/2028,0
6/7/2028,0
6/8/2028,0
6/9/2028,0
6/10/2028,0
6/11/2028,2.423861
6/12/2028,0
6/13/2028,0
6/14/2028,0
6/15/2028,0
6/16/2028,0
6/17/2028,0
6/18/2028,0
6/19/2028,0
6/20/2028,0
6/21/2028,0
6/22/2028,0
6/23/2028,1.06139
6/24/2028,3.62372
6/25/2028,2.510942
6/26/2028,0
6/27/2028,1.471766
6/28/2028,2.13258
6/29/2028,1.470692
6/30/2028,0.458922
7/1/2028,0
7/2/2028,0
7/3/2028,1.283446
7/4/2028,2.982358
7/5/2028,3.296744
7/6/2028,1.550126
7/7/2028,1.301527
7/8/2028,5.740088
7/9/2028,0
7/10/2028,0.354697
7/11/2028,0
7/12/2028,13.2916
7/13/2028,4.204575
7/14/2028,5.040977
7/15/2028,0
7/16/2028,0
7/17/2028,0
7/18/2028,0.395727
7/19/2028,0
7/20/2028,1.137273
7/21/2028,0.488374
7/22/2028,2.266093
7/23/2028,0
7/24/2028,0
7/25/2028,2.560667
7/26/2028,6.045876
7/27/2028,6.232488
7/28/2028,2.331097
7/29/2028,1.105269
7/30/2028,0.904147
7/31/2028,0
8/1/2028,0
8/2/2028,2.29557
8/3/2028,0
8/4/2028,0
8/5/2028,0
8/6/2028,3.489475
8/7/2028,2.716995
8/8/2028,0.419615
8/9/2028,0
8/10/2028,0.346565
8/11/2028,0
8/12/2028,0
8/13/2028,0
8/14/2028,0.395335
8/15/2028,0
8/16/2028,0
8/17/2028,0.632783
8/18/2028,0
8/19/2028,2.506231
8/20/2028,11.97752
8/21/2028,3.000626
8/22/2028,1.05545
8/23/2028,12.282931
8/24/2028,12.111909
8/25/2028,0
8/26/2028,0
8/27/2028,1.845831
8/28/2028,4.75354
8/29/2028,1.04501
8/30/2028,0.622038
8/31/2028,0
9/1/2028,0
9/2/2028,0
9/3/2028,0
9/4/2028,0
9/5/2028,0
9/6/2028,0
9/7/2028,0
9/8/2028,0
9/9/2028,11.132418
9/10/2028,0.578019
9/11/2028,0
9/12/2028,0
9/13/2028,0
9/14/2028,1.129105
9/15/2028,0
9/16/2028,0
9/17/2028,0
9/18/2028,0
9/19/2028,0
9/20/2028,0
9/21/2028,0.909862
9/22/2028,3.663213
9/23/2028,18.80303
9/24/2028,0
9/25/2028,3.419358
9/26/2028,0
9/27/2028,0
9/28/2028,0
9/29/2028,0
9/30/2028,0
10/1/2028,0
10/2/2028,2.36658
10/3/2028,0.402755
10/4/2028,10.71954
10/5/2028,43.261745
10/6/2028,10.872519
10/7/2028,0
10/8/2028,0
10/9/2028,0
10/10/2028,0
10/11/2028,0
10/12/2028,0
10/13/2028,0
10/14/2028,0
10/15/2028,0
10/16/2028,0
10/17/2028,0
10/18/2028,0
10/19/2028,0
10/20/2028,0
10/21/2028,0
10/22/2028,0
10/23/2028,0
10/24/2028,0
10/25/2028,0
10/26/2028,0
10/27/2028,0
10/28/2028,0
10/29/2028,0
10/30/2028,0
10/31/2028,0
11/1/2028,0
11/2/2028,0
11/3/2028,0
11/4/2028,3.524942
11/5/2028,2.057704
11/6/2028,0
11/7/2028,0
11/8/2028,0
11/9/2028,0
11/10/2028,0
11/11/2028,0
11/12/2028,0
11/13/2028,0
11/14/2028,0
11/15/2028,0
11/16/2028,0
11/17/2028,0
11/18/2028,0
11/19/2028,0
11/20/2028,0
11/21/2028,0
11/22/2028,0
11/23/2028,0
11/24/2028,0
11/25/2028,1.636745
11/26/2028,2.219065
11/27/2028,0
11/28/2028,1.321674
11/29/2028,1.319094
11/30/2028,0
12/1/2028,0
12/2/2028,0
12/3/2028,0
12/4/2028,0
12/5/2028,0
12/6/2028,0
12/7/2028,0
12/8/2028,0
12/9/2028,0
12/10/2028,0
12/11/2028,0
12/12/2028,0.668745
12/13/2028,1.441069
12/14/2028,0
12/15/2028,0
12/16/2028,13.564128
12/17/2028,11.714775
12/18/2028,0
12/19/2028,0
12/20/2028,0
12/21/2028,0
12/22/2028,0
12/23/2028,0
12/24/2028,0
12/25/2028,0
12/26/2028,0
12/27/2028,0
12/28/2028,0
12/29/2028,0
12/30/2028,0
12/31/2028,0
1/1/2029,0
1/2/2029,0
1/3/2029,0.375987
1/4/2029,0.49495
1/5/2029,0
1/6/2029,0
1/7/2029,0
1/8/2029,0
1/9/2029,0
1/10/2029,0
1/11/2029,2.489679
1/12/2029,2.027443
1/13/2029,0
1/14/2029,0
1/15/2029,0
1/16/2029,0
1/17/2029,0
1/18/2029,0
1/19/2029,0
1/20/2029,0
1/21/2029,0
1/22/2029,0
1/23/2029,0
1/24/2029,0.82022
1/25/2029,0.664099
1/26/2029,0
1/27/2029,0
1/28/2029,0
1/29/2029,0
1/30/2029,0
1/31/2029,0
2/1/2029,0
2/2/2029,0
2/3/2029,0
2/4/2029,0
2/5/2029,0
2/6/2029,0
2/7/2029,0.282328
2/8/2029,0
2/9/2029,0.291092
2/10/2029,0
2/11/2029,0
2/12/2029,0
2/13/2029,0
2/14/2029,0
2/15/2029,0.3834
2/16/2029,0
2/17/2029,3.960621
2/18/2029,0
2/19/2029,6.634341
2/20/2029,10.30249
2/21/2029,0.451834
2/22/2029,0
2/23/2029,0
2/24/2029,0
2/25/2029,0.365122
2/26/2029,0
2/27/2029,0
2/28/2029,0
3/1/2029,0
3/2/2029,0
3/3/2029,0
3/4/2029,0
3/5/2029,0
3/6/2029,0
3/7/2029,0
3/8/2029,0
3/9/2029,0
3/10/2029,5.902412
3/11/2029,9.116321
3/12/2029,0
3/13/2029,0
3/14/2029,0
3/15/2029,0
3/16/2029,0
3/17/2029,0.293659
3/18/2029,1.868562
3/19/2029,0
3/20/2029,0
3/21/2029,23.021334
3/22/2029,17.849174
3/23/2029,0
3/24/2029,0
3/25/2029,0
3/26/2029,0
3/27/2029,0
3/28/2029,0
3/29/2029,0
3/30/2029,0
3/31/2029,0
4/1/2029,0
4/2/2029,0
4/3/2029,6.054464
4/4/2029,21.236147
4/5/2029,4.078934
4/6/2029,1.613383
4/7/2029,11.455349
4/8/2029,4.949215
4/9/2029,0.78471
4/10/2029,6.388787
4/11/2029,11.484418
4/12/2029,7.811576
4/13/2029,0
4/14/2029,0
4/15/2029,0
4/16/2029,0
4/17/2029,0
4/18/2029,0
4/19/2029,0.508943
4/20/2029,1.532933
4/21/2029,3.329525
4/22/2029,1.697497
4/23/2029,20.409357
4/24/2029,24.552723
4/25/2029,0
4/26/2029,0
4/27/2029,0
4/28/2029,0
4/29/2029,0
4/30/2029,0
5/1/2029,1.013791
5/2/2029,0
5/3/2029,24.772238
5/4/2029,17.144411
5/5/2029,9.086989
5/6/2029,43.203907
5/7/2029,0
5/8/2029,0
5/9/2029,0
5/10/2029,0
5/11/2029,0
5/12/2029,0
5/13/2029,0
5/14/2029,0
5/15/2029,0
5/16/2029,2.684498
5/17/2029,0
5/18/2029,5.470517
5/19/2029,8.893639
5/20/2029,9.276658
5/21/2029,4.962338
5/22/2029,9.277453
5/23/2029,7.033844
5/24/2029,18.00729
5/25/2029,0.978462
5/26/2029,0
5/27/2029,0
5/28/2029,1.213738
5/29/2029,0
5/30/2029,65.327095
5/31/2029,62.747818
6/1/2029,30.811703
6/2/2029,6.132137
6/3/2029,0.476412
6/4/2029,1.751813
6/5/2029,0
6/6/2029,0
6/7/2029,0
6/8/2029,0
6/9/2029,0
6/10/2029,0
6/11/2029,1.025888
6/12/2029,4.216508
6/13/2029,4.116978
6/14/2029,7.739839
6/15/2029,4.382796
6/16/2029,2.105679
6/17/2029,0
6/18/2029,0
6/19/2029,0
6/20/2029,0
6/21/2029,0
6/22/2029,0
6/23/2029,0
6/24/2029,0
6/25/2029,0
6/26/2029,0
6/27/2029,0
6/28/2029,0
6/29/2029,0
6/30/2029,0
7/1/2029,0
7/2/2029,0.835894
7/3/2029,0.711037
7/4/2029,0
7/5/2029,0
7/6/2029,6.475677
7/7/2029,0.473696
7/8/2029,0
7/9/2029,0
7/10/2029,0
7/11/2029,0
7/12/2029,0
7/13/2029,0
7/14/2029,0
7/15/2029,0
7/16/2029,0
7/17/2029,0.558221
7/18/2029,8.235604
7/19/2029,0
7/20/2029,0
7/21/2029,0
7/22/2029,0
7/23/2029,0.3806
7/24/2029,8.166119
7/25/2029,0
7/26/2029,0
7/27/2029,0
7/28/2029,0
7/29/2029,0
7/30/2029,0
7/31/2029,0
8/1/2029,0
8/2/2029,0
8/3/2029,0
8/4/2029,0
8/5/2029,1.459145
8/6/2029,0.690729
8/7/2029,0
8/8/2029,0
8/9/2029,0
8/10/2029,0
8/11/2029,0
8/12/2029,0
8/13/2029,0.430715
8/14/2029,0.963621
8/15/2029,0
8/16/2029,0
8/17/2029,0
8/18/2029,0
8/19/2029,0.351547
8/20/2029,0
8/21/2029,1.35489
8/22/2029,0
8/23/2029,0
8/24/2029,0
8/25/2029,0
8/26/2029,0
8/27/2029,0
8/28/2029,0
8/29/2029,1.09267
8/30/2029,7.823686
8/31/2029,0
9/1/2029,0
9/2/2029,7.268086
9/3/2029,1.425372
9/4/2029,0
9/5/2029,10.343401
9/6/2029,3.252043
9/7/2029,0
9/8/2029,0
9/9/2029,0
9/10/2029,0
9/11/2029,0
9/12/2029,1.558248
9/13/2029,0
9/14/2029,0
9/15/2029,0
9/16/2029,0
9/17/2029,0
9/18/2029,0
9/19/2029,0.41407
9/20/2029,0
9/21/2029,0
9/22/2029,0
9/23/2029,0
9/24/2029,0
9/25/2029,0
9/26/2029,0.287313
9/27/2029,0
9/28/2029,1.324203
9/29/2029,0
9/30/2029,0
10/1/2029,0
10/2/2029,1.608557
10/3/2029,1.169402
10/4/2029,0
10/5/2029,0
10/6/2029,0
10/7/2029,0
10/8/2029,0
10/9/2029,0
10/10/2029,0
10/11/2029,0
10/12/2029,0
10/13/2029,0
10/14/2029,1.673862
10/15/2029,8.222541
10/16/2029,0
10/17/2029,0
10/18/2029,0.69994
10/19/2029,3.458622
10/20/2029,9.665144
10/21/2029,9.00733
10/22/2029,0
10/23/2029,0.296216
10/24/2029,0.648662
10/25/2029,2.383571
10/26/2029,0
10/27/2029,0
10/28/2029,0
10/29/2029,0
10/30/2029,0
10/31/2029,0
11/1/2029,0
11/2/2029,0
11/3/2029,0
11/4/2029,0.941897
11/5/2029,4.983247
11/6/2029,0.701781
11/7/2029,0
11/8/2029,0
11/9/2029,0
11/10/2029,0
11/11/2029,0.773723
11/12/2029,0.28507
11/13/2029,2.079063
11/14/2029,1.574138
11/15/2029,0
11/16/2029,0
11/17/2029,0
11/18/2029,0
11/19/2029,0.689779
11/20/2029,3.726189
11/21/2029,0
11/22/2029,0
11/23/2029,0
11/24/2029,0.417781
11/25/2029,0
11/26/2029,0
11/27/2029,0.608275
11/28/2029,1.334085
11/29/2029,0.447492
11/30/2029,2.154029
12/1/2029,4.671145
12/2/2029,1.344058
12/3/2029,3.83778
12/4/2029,5.859215
12/5/2029,16.607788
12/6/2029,1.6283
12/7/2029,1.182171
12/8/2029,8.572689
12/9/2029,24.271055
12/10/2029,23.952646
12/11/2029,0.746533
12/12/2029,6.290576
12/13/2029,1.72566
12/14/2029,0
12/15/2029,0
12/16/2029,0
12/17/2029,0
12/18/2029,0
12/19/2029,0
12/20/2029,0.430542
12/21/2029,0
12/22/2029,1.322934
12/23/2029,0
12/24/2029,0
12/25/2029,0.796706
12/26/2029,0
12/27/2029,0
12/28/2029,0
12/29/2029,0
12/30/2029,0
12/31/2029,0
1/1/2030,0
1/2/2030,0
1/3/2030,0
1/4/2030,0
1/5/2030,0
1/6/2030,0
1/7/2030,0
1/8/2030,0
1/9/2030,0
1/10/2030,0
1/11/2030,0
1/12/2030,0
1/13/2030,0
1/14/2030,0
1/15/2030,0
1/16/2030,5.142198
1/17/2030,0
1/18/2030,0
1/19/2030,0
1/20/2030,0
1/21/2030,0
1/22/2030,0
1/23/2030,0
1/24/2030,0
1/25/2030,0
1/26/2030,0
1/27/2030,0
1/28/2030,0
1/29/2030,0
1/30/2030,0
1/31/2030,0
2/1/2030,0
2/2/2030,0
2/3/2030,0
2/4/2030,0
2/5/2030,0
2/6/2030,0
2/7/2030,0
2/8/2030,0
2/9/2030,0.317509
2/10/2030,0
2/11/2030,0
2/12/2030,0
2/13/2030,0
2/14/2030,0
2/15/2030,0
2/16/2030,0
2/17/2030,1.093578
2/18/2030,2.283039
2/19/2030,5.332132
2/20/2030,0
2/21/2030,0
2/22/2030,0
2/23/2030,0
2/24/2030,0
2/25/2030,0
2/26/2030,0.713363
2/27/2030,14.734042
2/28/2030,22.657768
3/1/2030,2.462838
3/2/2030,0
3/3/2030,0
3/4/2030,0
3/5/2030,0.980012
3/6/2030,0.786868
3/7/2030,0
3/8/2030,0
3/9/2030,0
3/10/2030,0
3/11/2030,0
3/12/2030,0
3/13/2030,0
3/14/2030,0
3/15/2030,0
3/16/2030,0
3/17/2030,0
3/18/2030,0
3/19/2030,1.204949
3/20/2030,3.89176
3/21/2030,7.334522
3/22/2030,0
3/23/2030,0
3/24/2030,0
3/25/2030,0
3/26/2030,0
3/27/2030,0
3/28/2030,0
3/29/2030,3.136045
3/30/2030,0
3/31/2030,5.743476
4/1/2030,0
4/2/2030,0
4/3/2030,0
4/4/2030,0
4/5/2030,0
4/6/2030,0
4/7/2030,0.310922
4/8/2030,0
4/9/2030,1.152293
4/10/2030,21.040911
4/11/2030,0
4/12/2030,0
4/13/2030,0
4/14/2030,0
4/15/2030,1.432678
4/16/2030,0
4/17/2030,0.506679
4/18/2030,0.2905
4/19/2030,0
4/20/2030,0.500581
4/21/2030,0
4/22/2030,0
4/23/2030,0
4/24/2030,0
4/25/2030,0
4/26/2030,0.652563
4/27/2030,28.140884
4/28/2030,1.71354
4/29/2030,0.38011
4/30/2030,0
5/1/2030,0
5/2/2030,0
5/3/2030,0
5/4/2030,0
5/5/2030,0
5/6/2030,0
5/7/2030,0
5/8/2030,0
5/9/2030,0.621616
5/10/2030,3.509983
5/11/2030,17.737589
5/12/2030,1.423013
5/13/2030,0
5/14/2030,0.390991
5/15/2030,7.13149
5/16/2030,5.397291
5/17/2030,1.627149
5/18/2030,4.253152
5/19/2030,0
5/20/2030,0
5/21/2030,0
5/22/2030,0
5/23/2030,0
5/24/2030,4.706208
5/25/2030,4.142269
5/26/2030,3.098394
5/27/2030,0
5/28/2030,0
5/29/2030,0
5/30/2030,0
5/31/2030,0
6/1/2030,0
6/2/2030,0
6/3/2030,0
6/4/2030,0
6/5/2030,0
6/6/2030,0
6/7/2030,0
6/8/2030,0
6/9/2030,0
6/10/2030,0
6/11/2030,0
6/12/2030,0
6/13/2030,7.936857
6/14/2030,7.278672
6/15/2030,5.115153
6/16/2030,5.527439
6/17/2030,4.981758
6/18/2030,0.469745
6/19/2030,15.396147
6/20/2030,12.450987
6/21/2030,1.740341
6/22/2030,1.386017
6/23/2030,0
6/24/2030,0
6/25/2030,0
6/26/2030,0
6/27/2030,0
6/28/2030,0
6/29/2030,0
6/30/2030,0
7/1/2030,0
7/2/2030,0
7/3/2030,0
7/4/2030,0.924263
7/5/2030,0
7/6/2030,0
7/7/2030,0
7/8/2030,0
7/9/2030,0
7/10/2030,0.289226
7/11/2030,1.069668
7/12/2030,1.926067
7/13/2030,0
7/14/2030,0
7/15/2030,0
7/16/2030,0.372534
7/17/2030,0
7/18/2030,0
7/19/2030,0
7/20/2030,0
7/21/2030,0
7/22/2030,0
7/23/2030,0
7/24/2030,0
7/25/2030,0
7/26/2030,0
7/27/2030,0
7/28/2030,0
7/29/2030,0
7/30/2030,0
7/31/2030,0
8/1/2030,0
8/2/2030,0
8/3/2030,0
8/4/2030,0
8/5/2030,0
8/6/2030,0
8/7/2030,2.618498
8/8/2030,0
8/9/2030,0
8/10/2030,0.504869
8/11/2030,0
8/12/2030,0
8/13/2030,0
8/14/2030,0
8/15/2030,0
8/16/2030,0
8/17/2030,0.633926
8/18/2030,2.429191
8/19/2030,0
8/20/2030,0
8/21/2030,0
8/22/2030,1.431994
8/23/2030,0
8/24/2030,0.94092
8/25/2030,0
8/26/2030,0
8/27/2030,0
8/28/2030,0
8/29/2030,0
8/30/2030,1.065169
8/31/2030,0.574741
9/1/2030,0
9/2/2030,0
9/3/2030,0
9/4/2030,0
9/5/2030,0
9/6/2030,0
9/7/2030,0
9/8/2030,1.359876
9/9/2030,1.702937
9/10/2030,0.312905
9/11/2030,0
9/12/2030,18.507248
9/13/2030,0
9/14/2030,0
9/15/2030,0
9/16/2030,0
9/17/2030,0
9/18/2030,0
9/19/2030,0
9/20/2030,0
9/21/2030,0
9/22/2030,2.369111
9/23/2030,2.061028
9/24/2030,0
9/25/2030,0
9/26/2030,0
9/27/2030,0
9/28/2030,0
9/29/2030,0
9/30/2030,0
10/1/2030,0
10/2/2030,0
10/3/2030,0
10/4/2030,0
10/5/2030,0
10/6/2030,0
10/7/2030,0
10/8/2030,0.917644
10/9/2030,0
10/10/2030,0
10/11/2030,0
10/12/2030,0
10/13/2030,0
10/14/2030,0
10/15/2030,0
10/16/2030,0
10/17/2030,0
10/18/2030,0
10/19/2030,0
10/20/2030,0
10/21/2030,0
10/22/2030,0
10/23/2030,0
10/24/2030,0
10/25/2030,0
10/26/2030,0
10/27/2030,0
10/28/2030,0
10/29/2030,0
10/30/2030,0
10/31/2030,0
11/1/2030,0
11/2/2030,0.941959
11/3/2030,0
11/4/2030,7.761723
11/5/2030,8.651826
11/6/2030,0
11/7/2030,0
11/8/2030,0
11/9/2030,0
11/10/2030,0
11/11/2030,0
11/12/2030,2.206361
11/13/2030,24.639986
11/14/2030,9.535503
11/15/2030,0
11/16/2030,0.370022
11/17/2030,0
11/18/2030,0
11/19/2030,0
11/20/2030,0
11/21/2030,0
11/22/2030,0
11/23/2030,0
11/24/2030,0
11/25/2030,0
11/26/2030,0
11/27/2030,0
11/28/2030,0
11/29/2030,0
11/30/2030,0
12/1/2030,0
12/2/2030,0
12/3/2030,0
12/4/2030,0
12/5/2030,0.38293
12/6/2030,0
12/7/2030,0
12/8/2030,0.510221
12/9/2030,1.049307
12/10/2030,0.427269
12/11/2030,0
12/12/2030,0
12/13/2030,0
12/14/2030,0
12/15/2030,0
12/16/2030,0
12/17/2030,0
12/18/2030,1.041321
12/19/2030,0
